Text,X,Y,Width,Height,Score,Page
hesitation疑·豫,251.0,114.0,102,14,0.9377484684652676,312
• She hesitated before opening the door to the salesman,145.5,134.5,253,15,0.8234769485216626,312
開門推销員進來之前·始疑了一下·,107.0,150.0,154,10,0.7863193157250137,312
inherent [mhtront],54.0,173.0,94,14,0.9670458078082349,312
in/her/ent,103.5,194.0,61,16,0.8292636459320375,312
内在的，周有的,228.5,202.0,83,16,0.9869535191853841,312
in/stick/形容同字尾,117.0,207.5,88,13,0.8573958405526355,312
■ These aborigines have an inherent concept of justice.,142.5,229.5,247,15,0.7523954594130863,312
退些原住民有先天的正義感·,85.5,244.5,113,13,0.9178270704482036,312
junct(join）:join,57.0,292.5,104,17,0.9701065233805113,312
 joint (dsont],36.5,318.5,63,17,0.9801822293500759,312
joint,103.5,338.0,31,18,0.8271496428007263,312
關：接合虑,224.5,344.5,75,17,0.8160028826938348,312
聯合的，共同的,309.0,345.0,80,10,0.8409549187629457,312
join,103.5,352.0,27,18,0.7786371753951619,312
■ The tennis player injured his elbow joint.,116.5,373.0,193,14,0.8824163981323812,312
球員时网的受傷·,68.5,387.0,79,10,0.7709528873480606,312
• This company is a joint venture.,97.0,407.5,156,15,0.9556351633279915,312
家公司是合資企案。,72.5,421.5,87,13,0.758232504575354,312
adjoining [dpnrg],57.0,459.0,100,14,0.7343400154697807,312
ad / join / ing,104.0,478.0,64,18,0.9101508435067303,312
相的,210.5,479.0,45,18,0.927832384443221,312
to/join/形容字尾,117.5,492.0,85,14,0.8824866733502416,312
国adjoin靠近，都,238.0,493.5,98,13,0.7838653377031167,312
■ The two couples checked into adjoining hotel rooms.,143.5,513.5,247,13,0.9600530555258247,312
两到夫入住旅相的房間,90.0,526.5,122,13,0.9651613146546655,312
G,24.0,15.0,20,18,0.9635286852635824,313
MP3260,52.0,16.0,40,14,0.7596066895106652,313
junction [dgkjan],65.5,59.0,101,14,0.8251191562314703,313
junet/ion,116.0,79.5,56,17,0.9000313372003831,313
速结點：交會處：系交流道,276.5,87.5,147,15,0.8388531909497359,313
join/名同字尾,128.0,93.5,66,17,0.823283708478554,313
• The town is located at the junction of two railroads.,154.5,117.0,251,14,0.8602612712135677,313
這座城位於网修路交虑,101.0,132.0,124,10,0.8882119673864891,313
■ In five minutes you*ll come to the junction of Route 30 and Route 45;,197.5,154.5,337,13,0.8368045399023895,313
take the first interchange after that and you're there.,160.0,170.0,242,10,0.7806894237618459,313
再通五分你會抵達30號公路和45践公路的系交流道·通了之後·第一個交,203.0,185.0,330,14,0.993477166532087,313
流道下高速公路就到了。,87.0,200.0,100,12,0.8056572147527465,313
juncture [gktj>],66.0,226.5,104,17,0.8065094618831112,313
junct/ure,115.0,247.5,56,17,0.7719382632833336,313
連結點：交會處：重要關頭,272.5,255.5,137,13,0.7501740164202145,313
join/名同字尾,129.0,261.0,64,14,0.7902042072472204,313
■Ahead is the juncture of two rivers.,116.5,284.5,175,13,0.9031837832735619,313
前面是两條河交會處。,84.0,299.5,92,13,0.9861587396508654,313
At this juncture it appears they are going to get a divorce.,170.0,321.5,276,15,0.8401830532770499,313
在這個節骨眼·看來他門是要难婚·,111.0,336.5,142,9,0.7231869616080076,313
表示「選」與「標」的字根,202.0,20.0,316,30,0.7501137492667562,314
福,43.0,21.0,14,14,0.9618683107366616,314
MP3 261,50.5,73.0,63,24,0.9754008530239973,314
opt:choose,62.0,109.5,82,21,0.7631052375835472,314
adopt [o′dapt],60.0,137.0,72,14,0.7719871759830724,314
探纳：,244.5,157.5,67,17,0.9414045651562819,314
ad /opt,123.5,158.5,43,19,0.9593242398627541,314
to /choose,131.5,173.0,51,14,0.8303969888191204,314
adoption探：领,269.5,174.0,113,14,0.8039030925718578,314
■ I'm glad the manager has adopted my suggestion,156.0,195.0,242,16,0.9573419026238184,314
很高與經理探了我的建,103.5,210.5,115,13,0.9362694149529516,314
• The couple decided to adopt a child.,127.0,231.5,178,15,0.7796869703100251,314
退對夫決定要一個小孩,109.5,246.5,125,13,0.8565752769111362,314
■ The unmarried mother gave up her child for adoption.,167.0,268.5,260,13,0.9098208535462619,314
未婚媽姆将小送給别人能養,109.5,284.0,125,10,0.8890108835395991,314
opt [apt],46.5,323.0,47,18,0.970530753598238,314
opt,124.5,344.0,23,16,0.8272919010098306,314
選,231.0,349.5,36,15,0.7579109707776548,314
choose,124.0,356.0,38,22,0.8491881895147458,314
■ In the election the people opted for change,143.0,379.5,210,13,0.8403856701391496,314
在退場大遗中·人民選改,110.0,394.0,124,10,0.8083081607811152,314
option [°apjan],62.5,419.0,79,20,0.8168303976506949,314
選·選,246.0,441.0,66,14,0.788419424008913,314
opt/ion,124.5,441.5,47,19,0.9375527692647264,314
choose/名字尾,127.5,455.5,73,11,0.8231500864907182,314
optional選择性的,264.0,457.5,104,17,0.9781263109583122,314
"• I don’t like manual work, but I don’t have many options.",174.5,476.25,273,16,0.8982056753039013,314
我不喜数旁力的工作·但没什磨,124.0,492.0,152,10,0.6521875777207303,314
• This is an optional course; you don’t have to take it.,164.5,513.0,253,14,0.6166277199431701,314
逼是選修·你不一定要上·,105.5,527.5,117,13,0.9271378945352834,314
MP3262,51.5,14.25,61,25,0.7262989160036326,315
"lect (lig，leg):choose,read,speak",179.5,61.5,313,19,0.8324438272413522,315
eligible [°ldyab]],68.0,88.5,86,17,0.8741894269366316,315
有資格的：,239.5,109.5,65,17,0.8810263710075584,315
e/lig/ible,122.0,116.0,60,18,0.8357441473050423,315
（作為結婚對象）理想的,274.0,124.0,104,14,0.9380372350367353,315
out/choose/able,118.5,131.0,81,14,0.8371444326594402,315
eligibility图資格,251.5,140.0,85,14,0.9708208223218443,315
■ All citizens over 20 are eligible to vote.,132.5,160.0,189,16,0.852329520239342,315
所有公民年满20都有投票·,111.0,175.5,128,13,0.879893205357877,315
• The woman stayed single because there were too few cligible young,197.5,196.75,321,16,0.9032610723205532,315
men around.,76.0,211.0,60,14,0.9645605047311012,315
女子保持單身，因每身遗理想的年轻男子太少。,144.0,225.5,194,13,0.8838892794647513,315
eclectic [rklckuk],69.0,263.5,90,17,0.8225163828493303,315
ec/lect/ic,122.0,284.0,60,20,0.8292297096241014,315
兼容蓄的：折表的,260.0,291.5,104,13,0.8168192481732314,315
out/choose/形容同字尾,137.5,299.0,103,14,0.8396286954559746,315
"■ A nation of immigrants, the U.S. has an eclectic culture.",170.0,320.5,266,15,0.8378777323940777,315
美國是個移民國家·痛有兼容蓄的文化·,131.5,336.0,169,12,0.8382621212428143,315
elite [rlit],51.0,359.5,54,17,0.8160500497500779,315
e/lect,121.5,381.0,41,18,0.7911329326029074,315
精英,226.5,381.5,37,15,0.7893323829767432,315
out/choose,124.0,395.5,58,17,0.8361446022015314,315
园elitism名精英主義,254.5,397.0,95,14,0.8087549341372007,315
• Doctors and lawyers are social elites.,127.0,417.5,178,13,0.8659040790060604,315
生與律師是社會精英·,96.5,432.5,99,13,0.9322421281570641,315
illegible (°lcasab(],70.0,456.75,92,20,0.8686784126444611,315
il/leg/ible,122.5,477.5,61,17,0.883683937713722,315
無法阅清的：無法辨的,269.5,485.5,123,13,0.9077851767973013,315
not/read/able,120.0,491.0,70,14,0.7756387042463757,315
· The rain-soaked letter is quite illegible.,132.0,513.0,188,14,0.7360258782888714,315
被雨淋濕·完全無法,103.0,526.5,112,13,0.6993697671515083,315
Part2通用學衡字：依字根分期,310.0,11.0,136,10,0.962949818639323,316
MP3 263,31.5,22.5,59,21,0.9696237626618573,316
"intellectual [,mto lcktjuol]",67.0,63.5,124,13,0.8262406527234322,316
inter/lect /(u)al,101.5,83.5,79,15,0.8770221347646678,316
图知分子,265.0,92.0,54,14,0.9844524043582139,316
圈智力的,210.5,92.5,43,11,0.8395046311080002,316
between/choose/形容字尾,105.0,98.0,124,14,0.8544040136205564,316
■ Intellectual development is as important as physical development.,171.5,121.5,307,13,0.8219816184565945,316
智力的展·重要性不亞龄體格的,105.5,135.0,153,10,0.9394300323300834,316
■ College students are young intellectuals,113.0,155.5,190,13,0.8358894262897689,316
大學生是青年知满分子,74.5,172.0,95,10,0.7320474459400265,316
intelligence [n’tclodons],67.5,196.5,123,13,0.8358189513917589,316
inter/lig/ence,102.0,216.25,74,16,0.8584947025611702,316
明才智：情報,229.5,217.0,83,14,0.9658241726842427,316
between/choose/名字尾,101.5,231.0,113,10,0.9005771324516753,316
国intellect明刁智,236.0,231.5,98,15,0.8438061996861558,316
■ My kid brother is a child of extraordinary intelligence.,145.5,252.5,255,15,0.7824362433892841,316
我小弟是個明過人的小孩,84.5,268.0,113,10,0.9584110421232052,316
• The spy has been leaking army intelligence for years.,144.0,289.5,250,13,0.7378613893584155,316
間多年来一直在满車方情資·,101.5,304.0,147,10,0.7455431350577602,316
legend (°lotgond],46.5,329.0,81,14,0.9573185310750786,316
leg/end,102.5,348.0,43,14,0.7248898846477172,316
傳奇：博奇人物,230.5,348.5,83,13,0.8160886183798094,316
speak/名同字尾,106.0,362.0,70,16,0.8557706794035139,316
圆legendary 傅奇性的,242.0,363.0,108,16,0.9714695225386983,316
■ The war hero’s exploits have become a legend.,129.5,384.5,221,13,0.7259258910080468,316
最事英的英勇行為為傳奇·,89.5,399.0,121,10,0.7964758622568421,316
■ The man is a legend in professional wrestling.,127.0,419.5,218,13,0.8027458341723349,316
此人在業角界是假傳奇人物·,93.5,434.0,129,10,0.8233675608501394,316
predilection Lpridrlckfon],70.5,459.0,127,14,0.9357014870630544,316
pre/dis/lect / tion,98.5,478.5,91,13,0.8180960205420399,316
噜好·偏好·性向,235.0,485.5,92,13,0.8203588131272848,316
before/apart/choose/名词字尾,103.0,491.5,134,13,0.8297895140736968,316
Mozart had an obvious predilection for music,129.0,513.0,216,10,0.6729647539938393,316
莫札特有明顯的性向·,80.5,528.0,103,10,0.9662070581021199,316
MP3 264,44.0,14.5,62,25,0.7408308085625518,317
"cern (crit,cret):sift",87.0,61.5,144,19,0.7690966453350498,317
criterion (krar trron],69.0,87.5,106,17,0.8269417611340381,317
crit/erion,114.0,107.75,58,23,0.794438793734472,317
標，@criteria,257.0,117.0,112,14,0.8223155830771102,317
sift/名同字尾,122.0,123.0,62,18,0.823158199282581,317
■ What were the criteria used to choose the winner?,149.0,146.0,238,14,0.8417678590501761,317
挑選者所使用的為何？,101.0,159.5,124,13,0.9410163349656953,317
critical [krtkl],58.0,198.0,86,20,0.8482792703552048,317
crit/ical,114.5,218.0,51,22,0.816142051085604,317
围批的：關键性的·不可或缺的,277.0,226.5,152,13,0.8466289797507996,317
sift/形容词字尾,128.0,231.5,70,17,0.7733942415173326,317
• The paper presents a critical analysis of the government's strategies.,189.5,255.0,323,18,0.7623561381020492,317
這幕输文封政府的策略提出批利性的分析,122.5,270.0,169,16,0.8248673929164345,317
■ The choice of materials is critical for product safety.,153.5,291.0,249,16,0.8486031667462381,317
物料的選择是產品安全的關键。,101.0,306.5,124,13,0.8280534669888727,317
descry [dr'skrat],57.5,330.5,81,17,0.7656389749707191,317
de/scr/y,113.5,350.5,55,21,0.7444618643571981,317
看见：看出：發现,248.0,359.5,96,17,0.7945255667057117,317
intensifier/sift/動网字尾,113.0,365.0,108,14,0.7714733329878379,317
• They could just descry the ship coming over the horizon.,163.5,387.0,271,20,0.9572037436945856,317
他們勉強可以看到船复水平稼上浮现。,119.5,402.5,161,13,0.8358952158277547,317
discernment (drsonmant),81.5,427.0,131,18,0.8440738534315023,317
别（力），眼光,245.5,449.0,89,14,0.6874850437742838,317
dis /cern /ment,115.5,463.5,81,17,0.822788354331413,317
discem辨别：察,254.0,464.0,106,14,0.7939518769071545,317
apart/sift/名同字尾,116.0,477.5,88,17,0.8197663966243212,317
discerming 眼光好的,262.5,478.0,101,16,0.8747128045137607,317
discemible看得出来的,268.0,493.0,110,14,0.8393464065656443,317
His lack of discernment led to his disastrous choice of business partners.,203.0,512.5,334,19,0.8481141513357162,317
他的眼光不好，所以在找商業伙伴時重·,132.5,527.0,185,14,0.7797712508852003,317
Part2通用學衡字业：依字根分類,307.5,11.5,137,13,0.7815024425888288,318
MP3 265,34.0,21.75,64,28,0.8544142199037917,318
discreet [dr skrit],50.0,62.0,86,20,0.8429890010893423,318
慎的,209.5,83.5,43,15,0.7426868575286865,318
dis /creet,103.0,90.5,54,21,0.8007253715001967,318
过discretion慎：裁量耀,248.5,99.0,123,14,0.7566220632653744,318
apart/ sift,96.0,104.5,52,21,0.846452876560577,318
discretionary自行裁的,256.5,113.0,115,14,0.9183695059153567,318
■ The private detective followed at a discreet distance.,142.0,133.0,246,18,0.9389811445987423,318
私家探在慎的距外跟著,94.0,146.5,130,13,0.7234350454571284,318
discrete [drskrit],49.5,172.5,87,17,0.834594375650495,318
dis /crete,102.5,192.0,55,24,0.7433157719378803,318
分的，不速接的,233.5,194.0,91,14,0.7106889820373985,318
apart/sift,95.5,207.5,49,17,0.8535756389398238,318
discreteness分雕,238.0,208.5,104,19,0.7737064420514238,318
● Information on the Web is transferred in discrete packets.,153.0,228.0,266,18,0.823238936254376,318
相路資机是以分的封包得送的·,95.0,243.0,132,14,0.7769364010143183,318
"discriminating [dr’skrmo,netig]",85.0,267.0,154,14,0.7863330101810575,318
有别力的：差别待遇的,248.0,289.0,120,14,0.8219378696584392,318
dis/erimin/ating,103.5,294.5,91,21,0.740596034543731,318
discriminate辨别：差别待遇,258.5,303.0,141,14,0.7752337743447217,318
apart/sift/形容润字尾,109.0,309.5,98,19,0.7236806603643844,318
discrimination辨别：差别待遇,267.5,318.0,137,14,0.7143219572567937,318
• Discriminating readers will know what the parody is about.,157.0,337.0,276,18,0.8369000102047317,318
有判断力的者就看得出還無刺文是開於什。,124.0,350.5,192,15,0.7900840577282974,318
■ The company forbids discriminating practices in the hiring of,162.5,372.0,285,14,0.7769251438313339,318
employees.,56.0,386.5,56,17,0.885121858713832,318
改府禁止聘用員工時探用差别待遇·,99.0,400.5,140,13,0.6645914988576309,318
secrete [st’krit],45.5,425.0,77,14,0.7683562881844269,318
国藏·藏匿：分泌,234.0,444.5,92,17,0.8582577190850293,318
se/crete,103.0,445.0,50,18,0.831906501583896,318
apart/sift,95.5,458.0,53,20,0.7834066190317298,318
secretion藏：分泌,244.0,460.5,112,17,0.8562649605189299,318
• The potentate had assets secreted in Swiss bank accounts.,154.0,479.75,264,15,0.902980976181829,318
退名统治者將資產在瑞士银行户頭。,104.0,493.5,150,13,0.8384017060849748,318
● These cells secrete mucus to protect the nasal canal.,141.5,514.0,241,14,0.6815500677292532,318
温些胞分泌黏疫来保湿鼻腔,90.5,527.5,123,13,0.8277620025524998,318
表示「投射」的字根,207.0,33.5,222,31,0.8617080496286532,319
MP3 266,65.0,82.5,58,21,0.7959694179315873,319
"ject(jet,jac):throw",96.5,116.0,121,20,0.9185413719990309,319
eject [r aykt],70.0,142.5,64,17,0.8530837675739983,319
e/ject,132.5,162.5,39,19,0.7873463019198109,319
逐出：彈出,244.5,169.5,59,11,0.7702491825507568,319
out/throw,133.5,176.0,51,16,0.9651880504021337,319
· The drunken patron was cjected from the bar,154.0,196.0,204,12,0.8263614592213815,319
喝醉酒的客人被理出酒吧,109.0,209.5,98,13,0.7504527701686503,319
• The pilot cjected when his plane caught fire.,151.0,229.5,202,15,0.8139183359128574,319
行員在朵糖著火時弹射出去,118.5,244.0,115,10,0.8798351149287139,319
adjacent [o′dgesont],85.5,277.0,93,14,0.8165291689312487,319
ad / jae / ent,132.5,297.5,59,17,0.8320387628637892,319
附近的,235.5,305.0,43,14,0.9694778793582729,319
to/throw/形容字尾,146.0,311.0,92,14,0.8129637575815044,319
• My car is at the adjacent garage for maintenance.,163.5,331.5,221,13,0.7827239574467914,319
我的車在近的修重保要,114.5,345.0,107,10,0.7384276607128628,319
injection (n°dkjan),88.5,366.5,99,17,0.927058982736771,319
in / ject/ ion,132.5,386.0,61,18,0.8930816831812263,319
注射·注入,245.0,386.5,64,17,0.9598427417168264,319
in/throw/名字尾,142.5,399.5,83,13,0.959308572513136,319
国inject注射·注入,260.5,401.0,93,14,0.7923072862450578,319
• This drug is administered by injection.,139.5,420.5,177,15,0.812030074885115,319
温種是用注射的·,99.5,434.5,79,13,0.9224569023446559,319
• The staff needed an injection of hope to boost morale.,173.5,454.5,243,15,0.9093421790153221,319
必须为具工注入一線希望以提据士氧,130.5,468.5,139,9,0.9812365114159973,319
projectile (prodyktal),92.5,489.5,107,17,0.8733943298272789,319
抛射物：子弹（弹、飛弹）,280.0,508.5,130,13,0.9189753063743337,319
pro / ject /ile,132.0,509.0,64,18,0.9141661485307849,319
forward/throw/名同字尾,134.0,521.0,104,10,0.6894874264286548,319
